Dish Name,Ingredients Used,Price,Time Consumed,Menu Group
Family Combo,"milk, sugar, rose water",318.16,31,Combo
Chicken Biryani,"lentils, butter, cream, tomato",199.89,10,Non-Veg
Classic Mango Lassi,"paneer, butter, cream, tomato, onion",236.68,43,Beverage
Dal Makhani,"fish, tomato, onion, spices",539.63,42,Beverage
Paneer Tikka,"flour, garlic, butter",597.47,24,Veg
Paneer Tikka,"potato, cauliflower, spices",151.28,35,Veg
Prawn Masala,"fish, tomato, onion, spices",396.92,23,Non-Veg
Family Combo,"mushroom, capsicum, onion, garlic",259.26,28,Combo
Dinner Special,"okra, onion, tomato, garlic",639.44,35,Combo
Jalebi,"mushroom, capsicum, onion, garlic",261.8,7,Dessert
Chicken Tikka,"paneer, butter, cream, tomato, onion",232.34,42,Non-Veg
Classic Badam Milk,"mushroom, capsicum, onion, garlic",214.96,41,Beverage
Mushroom 65,"egg, onion, tomato, spices",618.06,26,Main Course
Mini Thali,"egg, onion, tomato, spices",502.87,34,Combo
Spicy Rice Pudding,"noodles, vegetables, soy sauce",188.99,39,Beverage
Veg Korma,"flour, garlic, butter",563.38,8,Combo
Paneer Butter Masala,"flour, garlic, butter",441.35,9,Beverage
Spicy Chicken Korma,"noodles, vegetables, soy sauce",295.86,44,Non-Veg
Tandoori Platter,"paneer, butter, cream, tomato, onion",88.74,40,Combo
Creamy Palak Paneer,"milk, sugar, rose water",637.28,6,Dessert
Hot Coffee,"chicken, rice, yogurt, spices",186.29,11,Beverage
Spicy Chicken Korma,"milk, sugar, rose water",227.62,27,Non-Veg
Tandoori Lemon Soda,"noodles, vegetables, soy sauce",404.23,19,Beverage
Malai Kofta,"flour, garlic, butter",452.19,7,Veg
Butter Milk,"milk, sugar, rose water",353.94,45,Beverage
Tandoori Chicken 65,"egg, onion, tomato, spices",528.17,41,Non-Veg
Aloo Jeera,"chicken, rice, yogurt, spices",109.04,18,Combo
Special Executive Lunch,"egg, onion, tomato, spices",607.96,39,Dessert
Creamy Aloo Gobi,"paneer, butter, cream, tomato, onion",628.23,42,Veg
Lemon Soda,"lentils, butter, cream, tomato",176.78,20,Beverage
Cold Coffee,"milk, sugar, rose water",272.43,13,Beverage
Malai Kofta,"mushroom, capsicum, onion, garlic",115.34,32,Non-Veg
Shahi Paneer,"okra, onion, tomato, garlic",431.83,43,Veg
Creamy Mango Kulfi,"okra, onion, tomato, garlic",645.81,36,Dessert
Rice Pudding,"rice, yogurt, spices, saffron",328.99,42,Beverage
Spicy Masala Chai,"lentils, butter, cream, tomato",535.9,9,Beverage
Classic Papdi Chaat,"potato, cauliflower, spices",305.14,28,Veg
Creamy Bhindi Masala,"noodles, vegetables, soy sauce",288.35,22,Veg
Tandoori Chicken Tikka Masala,"noodles, vegetables, soy sauce",399.7,37,Non-Veg
Creamy Mix Veg,"milk, sugar, rose water",137.58,43,Combo
Mango Kulfi,"paneer, butter, cream, tomato, onion",249.89,29,Dessert
Malai Kofta,"milk, sugar, rose water",596.44,20,Dessert
Chicken 65,"spinach, paneer, cream, garlic",163.44,24,Non-Veg
Classic Dinner Special,"rice, yogurt, spices, saffron",240.92,24,Starter
Shahi Paneer,"fish, tomato, onion, spices",492.31,36,Dessert
Mutton Rogan Josh,"spinach, paneer, cream, garlic",257.13,30,Non-Veg
Masala Chai,"mushroom, capsicum, onion, garlic",333.73,32,Beverage
Chicken Biryani,"mango, yogurt, sugar",620.21,17,Non-Veg
Tandoori Jalebi,"mushroom, capsicum, onion, garlic",249.67,45,Dessert
Mushroom 65,"lentils, butter, cream, tomato",546.32,30,Main Course
Paneer Do Pyaza,"fish, tomato, onion, spices",419.61,39,Veg
Mushroom Masala,"noodles, vegetables, soy sauce",617.78,18,Veg
Gulab Jamun,"chicken, butter, cream, tomato, spices",547.72,31,Dessert
Creamy Dinner Special,"fish, tomato, onion, spices",227.77,14,Beverage
Green Tea,"chicken, butter, cream, tomato, spices",338.72,43,Beverage
Butter Milk,"chicken, rice, yogurt, spices",605.02,31,Beverage
Aloo Gobi,"mushroom, capsicum, onion, garlic",481.42,39,Dessert
Classic Malai Kofta,"egg, onion, tomato, spices",460.55,15,Beverage
Dal Makhani,"egg, onion, tomato, spices",467.77,30,Combo
Gajar Halwa,"rice, yogurt, spices, saffron",144.86,11,Dessert
Chicken Tikka,"milk, sugar, rose water",400.27,41,Non-Veg
Veg Thali,"noodles, vegetables, soy sauce",521.37,42,Beverage
Chicken Korma,"paneer, butter, cream, tomato, onion",357.77,23,Non-Veg
Classic Malai Kofta,"mushroom, capsicum, onion, garlic",261.22,34,Combo
Prawn Masala,"mushroom, capsicum, onion, garlic",354.03,33,Non-Veg
Veg Thali,"lentils, butter, cream, tomato",110.25,12,Veg
Fruit Custard,"egg, onion, tomato, spices",537.03,20,Dessert
Fish Amritsari,"mushroom, capsicum, onion, garlic",401.31,34,Non-Veg
Butter Milk,"spinach, paneer, cream, garlic",446.87,32,Beverage
Mushroom Masala,"chicken, rice, yogurt, spices",196.49,42,Veg
Classic Cold Coffee,"fish, tomato, onion, spices",242.26,9,Beverage
Mix Veg,"milk, sugar, rose water",190.63,25,Veg
Tandoori Non-Veg Thali,"milk, sugar, rose water",630.74,25,Dessert
Cold Coffee,"mango, yogurt, sugar",149.54,27,Beverage
Non-Veg Thali,"flour, garlic, butter",465.58,24,Dessert
Malai Kofta,"mushroom, capsicum, onion, garlic",151.59,24,Veg
Egg Curry,"spinach, paneer, cream, garlic",373.62,31,Non-Veg
Chicken Biryani,"rice, yogurt, spices, saffron",189.95,45,Non-Veg
Fish Amritsari,"noodles, vegetables, soy sauce",248.19,16,Non-Veg
Veg Thali,"flour, garlic, butter",287.86,5,Veg
Tandoori Chicken Biryani,"milk, sugar, rose water",370.57,36,Non-Veg
Mini Thali,"flour, garlic, butter",335.78,15,Combo
Mushroom Masala,"fish, tomato, onion, spices",250.03,22,Veg
Tandoori Chilli Paneer,"mango, yogurt, sugar",504.52,36,Dessert
Paneer Do Pyaza,"lentils, butter, cream, tomato",522.94,28,Dessert
Dal Makhani,"noodles, vegetables, soy sauce",393.69,32,Veg
Special Mushroom 65,"noodles, vegetables, soy sauce",233.49,10,Veg
Butter Chicken,"fish, tomato, onion, spices",203.58,42,Non-Veg
Chocolate Brownie,"mango, yogurt, sugar",442.52,15,Dessert
Chicken Biryani,"flour, garlic, butter",201.92,8,Non-Veg
Chocolate Brownie,"mango, yogurt, sugar",389.4,25,Dessert
Creamy Gulab Jamun,"flour, garlic, butter",375.64,11,Dessert
Rose Milk,"lentils, butter, cream, tomato",574.88,13,Beverage
Creamy Chicken Tikka Masala,"flour, garlic, butter",224.87,30,Non-Veg
Fish Curry,"lentils, butter, cream, tomato",439.71,29,Non-Veg
Shahi Paneer,"chicken, rice, yogurt, spices",519.42,30,Dessert
Veg Pakora,"chicken, rice, yogurt, spices",293.53,36,Main Course
Paneer Butter Masala,"flour, garlic, butter",498.99,34,Beverage
Rice Pudding,"okra, onion, tomato, garlic",386.95,18,Starter
Paneer Tikka,"mushroom, capsicum, onion, garlic",553.01,26,Dessert
Chicken Tikka Masala,"noodles, vegetables, soy sauce",530.39,8,Non-Veg
Aloo Jeera,"flour, garlic, butter",344.66,12,Combo
Tandoori Chicken,"paneer, butter, cream, tomato, onion",645.39,32,Non-Veg
Chicken Tikka Masala,"lentils, butter, cream, tomato",174.82,22,Non-Veg
Creamy Badam Halwa,"egg, onion, tomato, spices",595.65,15,Dessert
Lemon Soda,"potato, cauliflower, spices",480.18,19,Beverage
Bhindi Masala,"paneer, butter, cream, tomato, onion",205.58,9,Veg
Chicken Tikka,"noodles, vegetables, soy sauce",90.25,26,Non-Veg
Dish Name,Ingredients Used,Price,Time Consumed,Menu Group
Non-Veg Thali Special,"noodles, vegetables, soy sauce",172.43,7,Combo
Bhindi Masala Spicy,"spinach, paneer, cream, garlic",225.12,11,Main Course
Family Combo Deluxe,"mango, yogurt, sugar",475.0,10,Combo
Veg Pulao Classic,"egg, onion, tomato, spices",471.22,14,Main Course
Onion Bhaji Spicy,"spinach, paneer, cream, garlic",572.54,17,Starter
Executive Lunch,"lentils, butter, cream, tomato",436.79,35,Combo
Mango Kulfi,"chicken, butter, cream, tomato, spices",291.28,20,Dessert
Mini Thali Special,"spinach, paneer, cream, garlic",438.41,44,Combo
Butter Milk Fresh,"paneer, butter, cream, tomato, onion",182.63,42,Beverage
Paneer Tikka Spicy,"flour, garlic, butter",581.07,18,Starter
Hara Bhara Kebab,"rice, yogurt, spices, saffron",433.36,37,Starter
Hot Coffee Special,"noodles, vegetables, soy sauce",574.57,39,Beverage
Badam Halwa Creamy,"mushroom, capsicum, onion, garlic",271.64,24,Dessert
Jeera Rice Creamy,"flour, garlic, butter",487.22,23,Veg
Hara Bhara Kebab Spicy,"okra, onion, tomato, garlic",464.32,5,Starter
Chicken Vindaloo Spicy,"flour, garlic, butter",590.54,31,Non-Veg
Paneer Butter Masala Tandoori,"mango, yogurt, sugar",464.05,15,Veg
Veg Thali Special,"mushroom, capsicum, onion, garlic",132.75,23,Combo
Chicken Biryani,"mango, yogurt, sugar",279.04,16,Non-Veg
Mushroom 65 Tandoori,"chicken, butter, cream, tomato, spices",371.67,37,Starter
Non-Veg Thali,"paneer, butter, cream, tomato, onion",347.95,8,Combo
Family Combo Special,"egg, onion, tomato, spices",488.04,28,Combo
Green Tea Special,"egg, onion, tomato, spices",204.0,25,Beverage
Paneer Pakora,"egg, onion, tomato, spices",559.26,30,Starter
Butter Chicken,"mango, yogurt, sugar",400.9,18,Non-Veg
Veg Samosa Spicy,"paneer, butter, cream, tomato, onion",252.76,27,Starter
Badam Milk Special,"noodles, vegetables, soy sauce",126.86,39,Beverage
Badam Milk Fresh,"chicken, butter, cream, tomato, spices",625.61,45,Beverage
Mango Kulfi Creamy,"mushroom, capsicum, onion, garlic",636.56,13,Dessert
Hot Coffee Fresh,"mushroom, capsicum, onion, garlic",538.35,27,Beverage
Veg Pulao Classic,"rice, yogurt, spices, saffron",613.54,8,Main Course
Gulab Jamun Creamy,"chicken, butter, cream, tomato, spices",308.65,32,Dessert
Hara Bhara Kebab,"lentils, butter, cream, tomato",135.5,7,Starter
Methi Malai Paneer Classic,"spinach, paneer, cream, garlic",85.65,24,Veg
Jeera Rice,"noodles, vegetables, soy sauce",510.72,16,Main Course
Paneer Pakora Tandoori,"paneer, butter, cream, tomato, onion",358.39,40,Starter
Paneer Pakora Spicy,"rice, yogurt, spices, saffron",290.41,24,Starter
Chicken Biryani Special,"flour, garlic, butter",415.6,21,Non-Veg
Badam Milk,"spinach, paneer, cream, garlic",477.23,34,Beverage
Gajar Halwa Creamy,"rice, yogurt, spices, saffron",440.3,19,Dessert
Non-Veg Thali,"potato, cauliflower, spices",375.56,7,Combo
Chocolate Brownie,"paneer, butter, cream, tomato, onion",101.28,18,Dessert
Tandoori Chicken,"milk, sugar, rose water",355.32,33,Non-Veg
Aloo Jeera Special,"okra, onion, tomato, garlic",345.81,36,Main Course
Dal Makhani Special,"mushroom, capsicum, onion, garlic",199.53,27,Main Course
Hara Bhara Kebab Spicy,"paneer, butter, cream, tomato, onion",560.12,6,Veg
Veg Korma Special,"okra, onion, tomato, garlic",321.74,24,Main Course
Masala Chai Fresh,"fish, tomato, onion, spices",220.01,39,Beverage
Chicken 65 Spicy,"rice, yogurt, spices, saffron",624.14,20,Non-Veg
Paneer Tikka,"okra, onion, tomato, garlic",238.12,14,Starter
Gajar Halwa Special,"mushroom, capsicum, onion, garlic",608.03,16,Dessert
Aloo Gobi,"potato, cauliflower, spices",180.73,39,Main Course
Green Tea Special,"lentils, butter, cream, tomato",409.61,23,Beverage
Masala Chai Special,"potato, cauliflower, spices",238.24,41,Beverage
Badam Milk,"paneer, butter, cream, tomato, onion",452.55,15,Beverage
Dinner Special Deluxe,"mushroom, capsicum, onion, garlic",185.1,36,Combo
Dal Makhani Special,"rice, yogurt, spices, saffron",483.15,19,Main Course
Paneer Tikka,"chicken, butter, cream, tomato, spices",132.33,42,Starter
Veg Pulao Spicy,"spinach, paneer, cream, garlic",127.82,7,Main Course
Papdi Chaat,"paneer, butter, cream, tomato, onion",173.17,5,Starter
Aloo Gobi Classic,"spinach, paneer, cream, garlic",390.36,42,Veg
Cold Coffee Fresh,"milk, sugar, rose water",272.26,25,Beverage
Hara Bhara Kebab Spicy,"chicken, butter, cream, tomato, spices",453.73,22,Starter
Egg Curry,"fish, tomato, onion, spices",430.37,5,Non-Veg
Hot Coffee Special,"noodles, vegetables, soy sauce",203.82,5,Beverage
Cold Coffee Special,"mango, yogurt, sugar",426.08,27,Beverage
Tandoori Platter Deluxe,"paneer, butter, cream, tomato, onion",383.51,16,Combo
Chocolate Brownie Special,"mango, yogurt, sugar",358.83,18,Dessert
Paneer Pakora,"noodles, vegetables, soy sauce",132.81,40,Starter
Jeera Rice Classic,"milk, sugar, rose water",385.94,11,Veg
Gajar Halwa Classic,"potato, cauliflower, spices",499.22,37,Dessert
Fruit Custard Special,"potato, cauliflower, spices",617.47,14,Dessert
Lemon Soda Fresh,"noodles, vegetables, soy sauce",521.46,35,Beverage
Butter Chicken,"okra, onion, tomato, garlic",321.77,20,Non-Veg
Masala Chai Fresh,"spinach, paneer, cream, garlic",247.38,32,Beverage
Veg Korma,"rice, yogurt, spices, saffron",594.37,42,Main Course
Paneer Pakora Spicy,"noodles, vegetables, soy sauce",512.84,19,Starter
Tandoori Chicken Special,"spinach, paneer, cream, garlic",469.47,11,Non-Veg
Aloo Jeera Tandoori,"rice, yogurt, spices, saffron",647.36,19,Main Course
Hot Coffee Fresh,"mushroom, capsicum, onion, garlic",309.92,43,Beverage
Aloo Gobi,"lentils, butter, cream, tomato",456.5,23,Veg
Methi Malai Paneer Creamy,"mushroom, capsicum, onion, garlic",444.55,30,Main Course
Gulab Jamun,"milk, sugar, rose water",150.2,26,Dessert
Chicken Korma Spicy,"noodles, vegetables, soy sauce",276.58,40,Non-Veg
Chicken Tikka Tandoori,"okra, onion, tomato, garlic",328.91,37,Non-Veg
Ras Malai,"flour, garlic, butter",571.54,12,Dessert
Chocolate Brownie,"lentils, butter, cream, tomato",396.66,38,Dessert
Hara Bhara Kebab,"lentils, butter, cream, tomato",445.86,9,Starter
Chicken 65 Special,"milk, sugar, rose water",109.96,6,Non-Veg
Tandoori Chicken Spicy,"mushroom, capsicum, onion, garlic",536.93,19,Non-Veg
Chicken 65 Special,"mushroom, capsicum, onion, garlic",452.93,43,Non-Veg
Paneer Pakora Tandoori,"fish, tomato, onion, spices",594.55,29,Starter
Chicken Korma,"chicken, butter, cream, tomato, spices",410.14,15,Non-Veg
Paneer Tikka Spicy,"okra, onion, tomato, garlic",368.92,39,Starter
Hot Coffee Fresh,"fish, tomato, onion, spices",203.3,25,Beverage
Tandoori Platter Special,"fish, tomato, onion, spices",330.48,36,Combo
Paneer Tikka,"okra, onion, tomato, garlic",479.85,6,Starter
Non-Veg Thali,"okra, onion, tomato, garlic",438.47,25,Combo
Bhindi Masala Classic,"lentils, butter, cream, tomato",283.75,11,Veg
Rose Milk,"fish, tomato, onion, spices",341.3,40,Beverage
Mini Thali,"potato, cauliflower, spices",630.21,20,Combo
Jeera Rice,"spinach, paneer, cream, garlic",473.24,41,Main Course
Ras Malai Classic,"chicken, butter, cream, tomato, spices",514.39,26,Dessert
Mini Thali Deluxe,"milk, sugar, rose water",108.99,29,Combo
Ras Malai Special,"chicken, butter, cream, tomato, spices",123.6,10,Dessert
Gajar Halwa Creamy,"chicken, butter, cream, tomato, spices",513.1,10,Dessert
Paneer Pakora,"lentils, butter, cream, tomato",594.55,42,Starter
Prawn Masala Tandoori,"potato, cauliflower, spices",265.86,14,Non-Veg
Gulab Jamun,"rice, yogurt, spices, saffron",164.61,28,Dessert
Rose Milk,"rice, yogurt, spices, saffron",628.28,22,Beverage
Prawn Masala Spicy,"rice, yogurt, spices, saffron",447.02,25,Non-Veg
Green Tea,"okra, onion, tomato, garlic",518.75,24,Beverage
Dinner Special,"chicken, butter, cream, tomato, spices",264.23,37,Combo
Rose Milk Fresh,"rice, yogurt, spices, saffron",406.92,18,Beverage
Fish Amritsari,"potato, cauliflower, spices",298.55,28,Non-Veg
Gulab Jamun Special,"lentils, butter, cream, tomato",258.03,43,Dessert
Chocolate Brownie Creamy,"okra, onion, tomato, garlic",479.13,30,Dessert
Mango Lassi Special,"milk, sugar, rose water",171.52,28,Beverage
Chicken Korma,"rice, yogurt, spices, saffron",481.68,19,Non-Veg
Chicken 65 Tandoori,"flour, garlic, butter",515.05,41,Non-Veg
Badam Halwa Creamy,"milk, sugar, rose water",479.68,34,Dessert
Hara Bhara Kebab Special,"rice, yogurt, spices, saffron",575.97,8,Main Course
Badam Milk Fresh,"mango, yogurt, sugar",369.22,40,Beverage
Gajar Halwa,"mushroom, capsicum, onion, garlic",574.27,30,Dessert
Veg Thali Special,"chicken, butter, cream, tomato, spices",610.51,27,Combo
Chocolate Brownie Classic,"chicken, butter, cream, tomato, spices",257.37,7,Dessert
Mango Kulfi Special,"paneer, butter, cream, tomato, onion",351.63,15,Dessert
Gajar Halwa,"mushroom, capsicum, onion, garlic",366.55,44,Dessert
Veg Korma Tandoori,"potato, cauliflower, spices",299.05,45,Main Course
Gulab Jamun Creamy,"spinach, paneer, cream, garlic",367.52,27,Dessert
Veg Samosa Tandoori,"egg, onion, tomato, spices",394.48,5,Starter
Dal Makhani Creamy,"spinach, paneer, cream, garlic",101.28,42,Veg
Family Combo Special,"fish, tomato, onion, spices",268.12,25,Combo
Jalebi Creamy,"spinach, paneer, cream, garlic",420.84,19,Dessert
Fish Amritsari Tandoori,"mango, yogurt, sugar",230.58,16,Non-Veg
Mushroom 65 Spicy,"potato, cauliflower, spices",625.61,23,Starter
Dinner Special Special,"lentils, butter, cream, tomato",161.82,13,Combo
Chicken Korma Tandoori,"mushroom, capsicum, onion, garlic",221.41,25,Non-Veg
Veg Korma Spicy,"flour, garlic, butter",520.04,11,Veg
Badam Milk Fresh,"noodles, vegetables, soy sauce",475.21,14,Beverage
Hara Bhara Kebab Spicy,"potato, cauliflower, spices",647.51,33,Starter
Jeera Rice Spicy,"mango, yogurt, sugar",507.85,23,Main Course
Lemon Soda,"fish, tomato, onion, spices",588.1,35,Beverage
Veg Thali,"milk, sugar, rose water",526.47,42,Combo
Chocolate Brownie,"egg, onion, tomato, spices",299.59,20,Dessert
Veg Samosa Spicy,"egg, onion, tomato, spices",273.53,35,Starter
Tandoori Platter,"noodles, vegetables, soy sauce",322.91,7,Combo
Mushroom 65 Spicy,"milk, sugar, rose water",552.35,10,Starter
Chocolate Brownie Special,"potato, cauliflower, spices",613.69,37,Dessert
Mushroom 65,"egg, onion, tomato, spices",258.64,10,Starter
Paneer Tikka Spicy,"mushroom, capsicum, onion, garlic",125.68,27,Starter
Palak Paneer Creamy,"chicken, butter, cream, tomato, spices",452.88,28,Main Course
Mix Veg Spicy,"paneer, butter, cream, tomato, onion",486.14,36,Veg
Badam Halwa Classic,"chicken, butter, cream, tomato, spices",182.71,28,Dessert
Family Combo Deluxe,"noodles, vegetables, soy sauce",413.29,18,Combo
Fish Curry Special,"chicken, butter, cream, tomato, spices",411.77,11,Non-Veg
Mango Kulfi Creamy,"okra, onion, tomato, garlic",118.59,26,Dessert
Mango Kulfi Creamy,"fish, tomato, onion, spices",151.04,26,Dessert
Kheer Special,"potato, cauliflower, spices",308.16,22,Dessert
Green Tea Fresh,"paneer, butter, cream, tomato, onion",100.58,18,Beverage
Veg Samosa Tandoori,"egg, onion, tomato, spices",130.2,23,Starter
Fish Curry Tandoori,"mushroom, capsicum, onion, garlic",379.96,6,Non-Veg
Dal Tadka,"okra, onion, tomato, garlic",394.86,27,Veg
Tandoori Platter,"flour, garlic, butter",254.52,27,Combo
Executive Lunch,"potato, cauliflower, spices",333.62,30,Combo
Papdi Chaat Spicy,"fish, tomato, onion, spices",97.42,11,Starter
Non-Veg Thali Special,"paneer, butter, cream, tomato, onion",332.99,27,Combo
Mushroom 65 Spicy,"mango, yogurt, sugar",474.0,41,Starter
Chicken Korma Spicy,"egg, onion, tomato, spices",625.87,19,Non-Veg
Dal Makhani Special,"lentils, butter, cream, tomato",549.94,28,Veg
Chana Masala Spicy,"milk, sugar, rose water",516.53,43,Veg
Butter Chicken,"flour, garlic, butter",106.18,10,Non-Veg
Chicken Tikka,"lentils, butter, cream, tomato",455.55,11,Non-Veg
Rose Milk,"paneer, butter, cream, tomato, onion",533.01,40,Beverage
Mango Kulfi Creamy,"lentils, butter, cream, tomato",433.84,9,Dessert
Kadai Paneer Tandoori,"fish, tomato, onion, spices",209.5,44,Main Course
Paneer Pakora Tandoori,"mushroom, capsicum, onion, garlic",271.97,14,Starter
Lemon Soda Special,"mango, yogurt, sugar",591.78,14,Beverage
Fruit Custard Creamy,"mango, yogurt, sugar",434.38,11,Dessert
Chicken 65 Tandoori,"fish, tomato, onion, spices",153.47,7,Non-Veg
Gulab Jamun Special,"spinach, paneer, cream, garlic",403.4,17,Dessert
Onion Bhaji Spicy,"paneer, butter, cream, tomato, onion",648.8,37,Starter
Paneer Butter Masala Spicy,"lentils, butter, cream, tomato",185.75,24,Main Course
Badam Milk Fresh,"fish, tomato, onion, spices",535.21,27,Beverage
Paneer Butter Masala Special,"lentils, butter, cream, tomato",384.88,24,Veg
Palak Paneer Special,"noodles, vegetables, soy sauce",419.77,41,Main Course
Veg Samosa Spicy,"chicken, butter, cream, tomato, spices",515.76,25,Starter
Hara Bhara Kebab Tandoori,"flour, garlic, butter",216.08,18,Starter
Mushroom 65 Tandoori,"rice, yogurt, spices, saffron",368.85,24,Starter
Masala Chai Fresh,"mushroom, capsicum, onion, garlic",189.05,8,Beverage
Butter Milk,"flour, garlic, butter",173.32,39,Beverage
Gulab Jamun Special,"chicken, butter, cream, tomato, spices",644.44,33,Dessert
